受聘	李奇霖	联讯证券
受聘	王静文	民生银行
受聘	刘爱力	中国邮政集团公司
受聘	国文清	中国五矿
受聘	钱智民	国家电投
受聘	张勇	国网能源研究院
受聘	朱虹波	华润集团
受聘	王彤宙	中国有色集团
受聘	朱碧新	中国诚通
调研	张军	联想集团
调研	翁杰明	中国铁建
调研	郝鹏	国投
调研	郝鹏	中盐集团
调研	郝鹏	国药集团
调研	曹志安	南方电网
调研	张晓仑	国机集团
调研	邱勇	国家电网
调研	王志刚	中金公司
调研	王树东	国家电网
调研	翁杰明	新兴际华集团
调研	钱智民	国家电投
调研	钱智民	国家电网
调研	傅育宁	华润集团
调研	刘立军	中国五矿
调研	国文清	中国五矿
调研	张纪辉	华润集团
调研	王晓东	中国五矿
调研	曹江林	中国建材
调研	李新华	中国建材
调研	宋志平	中国建材
调研	周子学	中国电子
调研	李希	兖矿集团
调研	张海波	国家电投
调研	王勇	中国航天科工集团第十研究院
调研	童国华	中国信科
调研	陈刚	中国航天科工集团第十研究院
调研	陈刚	航天科工
调研	易炼红	国家电投
调研	高培勇	中国银行
调研	陈敏尔	中国航天科工集团第十研究院
调研	王曙光	中国农业发展银行
调研	翁杰明	华侨城集团
调研	翁杰明	中广核
调研	王树东	国家电投
调研	翁杰明	国家电投
调研	孟建民	中国航天科工集团第十研究院
调研	孟建民	航天科工
调研	翁杰明	中国西电集团
调研	王绛	美国银行
调研	王绛	中国移动
调研	苗圩	美国银行
调研	苗圩	中国银行
调研	刘纪鹏	中铝公司
调研	刘纪鹏	海尔集团
调研	周丽莎	国家电网
调研	周丽莎	航天科工
调研	王敏	中国华能
调研	王敏	中船集团
调研	周丽莎	中交集团
调研	文宗瑜	中国联通
调研	文宗瑜	中信证券
调研	周放生	国家电网
调研	贾康	汇丰银行
调研	刘纪鹏	北京钓鱼台国宾馆
调研	陈清泰	第二汽车制造厂
调研	李明星	兖矿集团
调研	吕建中	中国石油
调研	钱智民	黄河上游水电开发有限责任公司
调研	钱智民	中国商飞
调研	李强	国家电投
调研	张文魁	上汽集团
调研	王晓秋	上汽集团
调研	陆益民	中国联通
调研	王晓初	中国联通
调研	郑东华	兖矿集团
调研	刘明忠	中国一重
调研	彭建国	国家电网
调研	吴云	中国能建
调研	尚鸣	国投
调研	朱跃	中国诚通
调研	李云峰	中国大唐
调研	刘桂清	中国电信
调研	李保民	中国电信
调研	李保民	中粮集团
调研	李明星	华录集团
调研	薛惠锋	摩托罗拉
调研	薛惠锋	航天科技
调研	张运洲	国网能源研究院
调研	杨杰	中国电信
调研	戴宝华	中国石化
调研	胡迟	中国建筑
调研	胡迟	中粮集团
调研	胡迟	中远集团
调研	胡迟	中国建材
调研	周丽莎	中国五矿
调研	李一农	福建宁德核电有限公司
调研	卢永真	国家电网
调研	卢永真	国有控股企业
调研	卢永真	北京钓鱼台国宾馆
调研	孙龙德	大庆油田有限责任公司
调研	杜天佳	控股子公司
调研	戴宝华	中国石油
调研	李维安	中航工业
调研	李明星	中航工业
调研	马建堂	中航工业
调研	王英杰	中国航空研究院
调研	黄群慧	中航工业
调研	王宜林	中国石油
调研	王森	广汽集团
调研	黄敏刚	北京日兴房地产发展有限公司
调研	黄敏刚	西安核设备有限公司
调研	黄敏刚	中核集团
调研	郝鹏	南方电网
调研	王毅	南方电网
调研	郝鹏	华润集团
调研	卜玉龙	中智公司
调研	黄群慧	中国钢研
调研	乔保平	国家能源集团
调研	李锦	国家能源集团
调研	刘明忠	中国华电
调研	刘明忠	中国石油
调研	刘明忠	中国电科
调研	刘明忠	中国有色集团
调研	刘明忠	中国宝武
调研	刘明忠	中核集团
调研	刘明忠	中国化学工程
调研	陈超英	中粮集团
调研	孟振平	南方电网
调研	周渝波	中国国新
调研	黄海昆	南方电网
调研	凌文	国家能源集团
调研	徐进	中国进出口银行
调研	徐进	国家开发银行
调研	郝鹏	郑州煤矿机械集团股份有限公司
调研	郝鹏	中钢集团耐火材料有限公司
调研	郝鹏	中国中铁
调研	郝鹏	国机集团
调研	郝鹏	中国空空导弹研究院
调研	王绛	中国联通
调研	杨洪	中国电信咸宁分公司
调研	程志明	国家电网
调研	陈刚	中国移动
调研	陈刚	中国联通
调研	刘家义	腾讯公司
调研	邢毅	中国通号
调研	邢毅	北京全路通信信号研究设计院集团有限公司
调研	陈肇雄	中国电信
调研	彭海斌	腾讯公司
调研	徐进	中信证券
调研	贾春曲	中国节能
调研	王民	徐工集团
调研	刘化龙	中国通号
调研	刘起涛	中交集团
调研	李耀强	中盐集团
调研	芮晓武	中国电子
调研	芮晓武	中国一重
调研	苟连杰	中国石化
调研	廖增太	国家电网
调研	陈清泰	中国建筑
调研	陈清泰	中国中车集团
调研	陈清泰	中广核
调研	彭华岗	中广核
调研	彭华岗	中国中车集团
调研	彭华岗	中国建筑
调研	彭华岗	中航集团
调研	彭华岗	中国移动
调研	彭华岗	国家能源集团
调研	魏海军	东药集团
调研	彭华岗	中国三峡集团
调研	彭华岗	国家电网
调研	彭华岗	中国石油
调研	彭华岗	航天科技
调研	陈清泰	鞍钢
调研	陈清泰	航天科技
调研	陈清泰	中国石油
调研	陈清泰	国家电网
调研	陈清泰	中国三峡集团
调研	陈清泰	国家能源集团
调研	陈清泰	中国移动
调研	陈清泰	中航集团
调研	唐复平	中国五矿
调研	黄志凌	中国建设银行
调研	王昌顺	南航集团
调研	翁杰明	中国黄金
调研	周育先	中国国新
调研	李建红	招商局集团
调研	朱碧新	中国诚通
调研	马凯	中国联通
调研	傅成玉	中国石油
调研	傅成玉	中国石油化工股份有限公司
调研	张云勇	中国联通
调研	朱可炳	中国联通
调研	张日忠	招商局集团
调研	周丽莎	中国联通
调研	彭华岗	中国普天
调研	王会生	国投
调研	董明珠	格力集团
调研	张玉良	绿地集团
出访	朱武祥	武汉
出访	王勇	合肥
出访	王勇	安徽
出访	郝鹏	乌鲁木齐
出访	翁杰明	杭州
出访	刘鹤	浙江
出访	刘鹤	杭州
出访	唐仁健	甘肃
出访	晋秋红	北京
出访	惠懂你	江西
出访	王清宪	青岛
出访	贾康	武汉
出访	胡明君	中山
出访	王国生	河南
出访	杨勤	长治
出访	王东峰	河北
出访	刘强	四川
出访	刘强	泸州
出访	刘纪鹏	深圳
出访	温信祥	珠海
出访	温信祥	广州
出访	温信祥	深圳
出访	温信祥	香港
出访	周亮	丽水
出访	翁杰明	河北
出访	周亮	杭州
出访	周亮	江西
出访	周亮	大连
出访	周亮	浙江
出访	周亮	武汉
出访	周亮	广东
出访	周亮	甘肃
出访	周亮	深圳
出访	周亮	湖南
出访	周亮	海南
